"Module","Method","Route","Layer","Target","Method2","Repos","ReadTables","EmptyReads","WriteTables"
"security","POST","/api/v1/security/auth/resend-verification","SERVICE","AuthService","resendVerificationEmail","AuthRepository;UsersRepository","security.departments;security.email_verification_tokens;security.institutions;security.login_audit;security.password_history;security.password_reset_tokens;security.permissions;security.responsibility_types;security.role_permissions;security.roles;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","security.password_reset_tokens","security.email_verification_tokens;security.login_audit;security.password_history;security.password_reset_tokens;security.security_events;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","POST","/api/v1/security/auth/change-password","SERVICE","AuthService","changePassword","AuthRepository;UsersRepository","security.departments;security.email_verification_tokens;security.institutions;security.login_audit;security.password_history;security.password_reset_tokens;security.permissions;security.responsibility_types;security.role_permissions;security.roles;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","security.password_reset_tokens","security.email_verification_tokens;security.login_audit;security.password_history;security.password_reset_tokens;security.security_events;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","GET","/api/v1/security/permissions/","SERVICE","AuthorizationService","getPermissions","AuthorizationRepository","security.permissions;security.role_permissions;security.roles","","security.permissions;security.role_permissions;security.roles"
"security","POST","/api/v1/security/permissions/","SERVICE","AuthorizationService","createPermission","AuthorizationRepository","security.permissions;security.role_permissions;security.roles","","security.permissions;security.role_permissions;security.roles"
"security","DELETE","/api/v1/security/permissions/:id","SERVICE","AuthorizationService","deletePermission","AuthorizationRepository","security.permissions;security.role_permissions;security.roles","","security.permissions;security.role_permissions;security.roles"
"security","GET","/api/v1/security/permissions/role/:roleId","SERVICE","AuthorizationService","getRolePermissions","AuthorizationRepository","security.permissions;security.role_permissions;security.roles","","security.permissions;security.role_permissions;security.roles"
"security","PUT","/api/v1/security/permissions/role/:roleId","SERVICE","AuthorizationService","setRolePermissions","AuthorizationRepository","security.permissions;security.role_permissions;security.roles","","security.permissions;security.role_permissions;security.roles"
"security","GET","/api/v1/security/profile","SERVICE","UsersService","getProfile","UsersRepository","security.departments;security.institutions;security.responsibility_types;security.roles;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","","security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","PUT","/api/v1/security/profile","SERVICE","UsersService","upsertProfile","UsersRepository","security.departments;security.institutions;security.responsibility_types;security.roles;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","","security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","GET","/api/v1/security/profile/:userId","SERVICE","UsersService","getProfile","UsersRepository","security.departments;security.institutions;security.responsibility_types;security.roles;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","","security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","GET","/api/v1/security/responsibility-types","SERVICE","UsersService","getResponsibilityTypes","UsersRepository","security.departments;security.institutions;security.responsibility_types;security.roles;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","","security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","GET","/api/v1/security/user-responsibilities","SERVICE","UsersService","getUserResponsibilities","UsersRepository","security.departments;security.institutions;security.responsibility_types;security.roles;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","","security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","POST","/api/v1/security/user-responsibilities","SERVICE","UsersService","createResponsibility","UsersRepository","security.departments;security.institutions;security.responsibility_types;security.roles;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","","security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","DELETE","/api/v1/security/user-responsibilities/:id","SERVICE","UsersService","deleteResponsibility","UsersRepository","security.departments;security.institutions;security.responsibility_types;security.roles;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","","security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","GET","/api/v1/security/roles/","SERVICE","AuthorizationService","getRoles","AuthorizationRepository","security.permissions;security.role_permissions;security.roles","","security.permissions;security.role_permissions;security.roles"
"security","GET","/api/v1/security/roles/:id","SERVICE","AuthorizationService","getRole","AuthorizationRepository","security.permissions;security.role_permissions;security.roles","","security.permissions;security.role_permissions;security.roles"
"security","POST","/api/v1/security/roles/","SERVICE","AuthorizationService","createRole","AuthorizationRepository","security.permissions;security.role_permissions;security.roles","","security.permissions;security.role_permissions;security.roles"
"security","PUT","/api/v1/security/roles/:id","SERVICE","AuthorizationService","updateRole","AuthorizationRepository","security.permissions;security.role_permissions;security.roles","","security.permissions;security.role_permissions;security.roles"
